#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center
Enterococcus faecium E2134	1138919	PRJNA184116	184116	Firmicutes	Bacilli	2.70882	38	-	-	-	-	AHXU01	6	2699	2651	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E2297	1138920	PRJNA184117	184117	Firmicutes	Bacilli	3.06455	37.7	-	-	-	-	AHXV01	19	3084	3002	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E2620	1138921	PRJNA184118	184118	Firmicutes	Bacilli	2.79318	38.2	-	-	-	-	AHXW01	4	2780	2705	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E2883	1138922	PRJNA184119	184119	Firmicutes	Bacilli	2.71396	38	-	-	-	-	AHXX01	7	2639	2576	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E3083	1138924	PRJNA184120	184120	Firmicutes	Bacilli	2.71226	38.3	-	-	-	-	AHXZ01	6	2612	2544	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E3346	1138925	PRJNA184121	184121	Firmicutes	Bacilli	2.70551	38.2	-	-	-	-	AHYA01	16	2719	2650	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E3548	1138926	PRJNA184122	184122	Firmicutes	Bacilli	2.71996	38.3	-	-	-	-	AHYB01	5	2624	2559	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E4215	1138929	PRJNA184123	184123	Firmicutes	Bacilli	2.60056	38.2	-	-	-	-	AHYE01	19	2575	2494	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E1321	1138930	PRJNA184124	184124	Firmicutes	Bacilli	2.76637	38	-	-	-	-	AHYF01	22	2698	2637	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E1644	1138931	PRJNA184125	184125	Firmicutes	Bacilli	2.89246	37.8	-	-	-	-	AHYG01	21	2901	2832	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E2369	1138932	PRJNA184126	184126	Firmicutes	Bacilli	2.92714	37.8	-	-	-	-	AHYH01	21	2958	2884	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E2560	1138933	PRJNA184127	184127	Firmicutes	Bacilli	3.0328	37.7	-	-	-	-	AHYI01	27	3011	2945	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E4389	1138934	PRJNA184128	184128	Firmicutes	Bacilli	2.89664	38	-	-	-	-	AHYJ01	16	2837	2764	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E6012	1138935	PRJNA184129	184129	Firmicutes	Bacilli	3.0363	37.6	-	-	-	-	AHYK01	55	3029	2956	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium E6045	1138936	PRJNA184130	184130	Firmicutes	Bacilli	2.98228	37.7	-	-	-	-	AHYL01	33	2985	2914	2012/12/17	2013/03/21	Scaffolds or contigs	Broad Institute
Enterococcus faecium NRRL B-2354	1104325	PRJNA188477	188477	Firmicutes	Bacilli	2.84989	37.8496	NC_020207.1	CP004063.1	NC_020208.1	CP004064.1	-	2	2772	2639	2013/02/04	2013/02/05	Complete	University of California, Davis
Enterococcus faecium CRL1879	1295527	PRJNA189767	189767	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	CERELOMICS
Enterococcus faecium L3	1299318	PRJNA190648	190648	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Institute of experimental medicine, St.Petersburg, Russia
Enterococcus faecium CRL1879	1295527	PRJNA191091	191091	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Centro de Referencia para Lactobacilos (CERELA)
Enterococcus faecium Efm_NY2-1	1138937	PRJNA191893	191893	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Enterococcus faecium Efm_NY2-2	1138938	PRJNA191894	191894	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Enterococcus faecium Efm_NY2-3	1138939	PRJNA191895	191895	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Enterococcus faecium ATCC 8459	1158600	PRJNA191899	191899	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Broad Institute
Enterococcus faecium LCT-EF301	1302646	PRJNA192189	192189	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	BGI-Shenzhen
Enterococcus faecium LCT-EF297	1302647	PRJNA192523	192523	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	BGI-Shenzhen
Enterococcus faecium E155	1303769	PRJNA192879	192879	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Medical Microbiology, University Medical Center Utrecht
Enterococcus faecium E525	1303770	PRJNA192893	192893	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Medical Microbiology, University Medical Center Utrecht
Enterococcus faecium E1165	1303771	PRJNA192894	192894	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	Department of Medical Microbiology, University Medical Center Utrecht
Enterococcus faecium Aus0085	1305849	PRJNA193299	193299	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Of Melbourne
Bacillus mycoides	1405	PRJNA13664	13664	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus mycoides	1405	PRJNA13668	13668	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus mycoides	1405	PRJNA15905	15905	Firmicutes	Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bacillus mycoides DSM 2048	526997	PRJNA55207	55207	Firmicutes	Bacilli	5.56191	35.2	NZ_CM000742.1	CM000742.1	-	-	ACMU01	1	5747	5658	2009/04/30	2010/06/09	Complete	Naval Medical Research Center
Bacillus mycoides Rock1-4	526998	PRJNA55209	55209	Firmicutes	Bacilli	5.8415	35.4	NZ_CM000743.1	CM000743.1	-	-	ACMV01	1	5938	5885	2009/04/30	2010/06/09	Complete	Naval Medical Research Center
Bacillus mycoides Rock3-17	526999	PRJNA55211	55211	Firmicutes	Bacilli	5.71395	35.4	NZ_CM000744.1	CM000744.1	-	-	ACMW01	1	5903	5800	2009/04/30	2010/06/09	Complete	Naval Medical Research Center
Yersinia frederiksenii WA 933	527007	PRJNA29745	29745	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii WE 83/02	527008	PRJNA29747	29747	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii CNY 867	527009	PRJNA29749	29749	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii 7175	527010	PRJNA29751	29751	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii 867	527011	PRJNA29753	29753	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii WA 935	527006	PRJNA29789	29789	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia frederiksenii ATCC 33641	349966	PRJNA54347	54347	Proteobacteria	Gammaproteobacteria	4.88534	46.9	-	-	-	-	AALE02	161	4427	4358	2005/10/19	2010/02/03	Scaffolds or contigs	Naval Medical Research Center
Yersinia kristensenii 105	527013	PRJNA29759	29759	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia kristensenii 490	527014	PRJNA29761	29761	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia kristensenii WA 948	527015	PRJNA29763	29763	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia kristensenii WE 180/98	527016	PRJNA29765	29765	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Naval Medical Research Center
Yersinia kristensenii ATCC 33638	527012	PRJNA55245	55245	Proteobacteria	Gammaproteobacteria	5.04239	47.4	-	-	-	-	ACCA01	153	4611	4542	2009/06/01	2010/02/03	Scaffolds or contigs	Naval Medical Research Center
Alteromonas macleodii ATCC 27126	529120	PRJNA55253	55253	Proteobacteria	Gammaproteobacteria	4.65385	44.7	NC_018632.1	CP003841.1	-	-	-	1	3941	3872	2012/09/21	2012/12/23	Complete	Evolucinary Genomics Group, Universidad Miguel Hernandez
Alteromonas macleodii str. 'Deep ecotype'	314275	PRJNA58251	58251	Proteobacteria	Gammaproteobacteria	4.44898	44.9	NC_011138.2	CP001103.2	-	-	-	1	4141	4084	2008/08/14	2012/06/14	Complete	The Gordon and Betty Moore Foundation Marine Microbiology Initiative
Alteromonas macleodii str. 'Black Sea 11'	1004785	PRJNA176365	176365	Proteobacteria	Gammaproteobacteria	4.48051	44.6	NC_018692.1	CP003845.1	-	-	-	1	3858	3772	2012/09/28	2012/12/25	Complete	University Miguel Hernandez
Alteromonas macleodii str. 'Balearic Sea AD45'	1004787	PRJNA176366	176366	Proteobacteria	Gammaproteobacteria	4.67489	44.6495	NC_018679.1	CP003873.1	NC_018680.1	CP003874.1	-	2	4054	3966	2012/09/28	2012/10/01	Complete	University Miguel Hernandez
Alteromonas macleodii str. 'English Channel 673'	1004788	PRJNA176367	176367	Proteobacteria	Gammaproteobacteria	4.60178	44.8	NC_018678.1	CP003844.1	-	-	-	1	3979	3888	2012/09/28	2012/12/25	Complete	University Miguel Hernandez
Alteromonas macleodii AltDE1	1004786	PRJNA179068	179068	Proteobacteria	Gammaproteobacteria	4.94712	44.6854	NC_019393.1	CP003917.1	NC_019394.1	CP003918.1	-	2	4405	4321	2012/11/06	2012/12/06	Complete	University Miguel Hernandez
Alteromonas macleodii str. 'Aegean Sea MED64'	1300254	PRJNA191599	191599	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'Ionian Sea U4'	1300255	PRJNA192190	192190	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'English Channel 615'	1300253	PRJNA192229	192229	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'Ionian Sea U8'	1300257	PRJNA192230	192230	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'Ionian Sea UM7'	1300258	PRJNA192231	192231	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'Ionian Sea UM4b'	1300259	PRJNA192232	192232	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Alteromonas macleodii str. 'Ionian Sea U7'	1300256	PRJNA192694	192694	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University Miguel Hernandez
Stenotrophomonas maltophilia	40324	PRJNA29131	29131	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Stenotrophomonas maltophilia	40324	PRJNA29133	29133	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Stenotrophomonas maltophilia R551-3	391008	PRJNA58657	58657	Proteobacteria	Gammaproteobacteria	4.57397	66.3	NC_011071.1	CP001111.1	-	-	-	1	4134	4039	2008/07/21	2012/01/25	Complete	US DOE Joint Genome Institute
Stenotrophomonas maltophilia K279a	522373	PRJNA61647	61647	Proteobacteria	Gammaproteobacteria	4.85113	66.3	NC_010943.1	AM743169.1	-	-	-	1	4514	4386	2008/04/25	2012/01/30	Complete	Wellcome Trust Sanger Institute
Stenotrophomonas maltophilia JV3	868597	PRJNA72473	72473	Proteobacteria	Gammaproteobacteria	4.54448	66.9	NC_015947.1	CP002986.1	-	-	-	1	4177	4063	2011/08/17	2012/06/14	Complete	JGI
Stenotrophomonas maltophilia RR-10	1095923	PRJNA74289	74289	Proteobacteria	Gammaproteobacteria	4.66056	66.3	-	-	-	-	AGRB01	158	-	-	2011/12/09	2012/03/06	Scaffolds or contigs	Zhejiang University 
Stenotrophomonas maltophilia PML168	1118235	PRJNA77941	77941	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Plymouth Marine Laboratory
Stenotrophomonas maltophilia SM28	1148759	PRJNA82605	82605	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Chinese PLA Institute for Disease Control & Prevention, Academy of Military Medical Sciences
Stenotrophomonas maltophilia D457	1163399	PRJEA162199	162199	Proteobacteria	Gammaproteobacteria	4.76916	66.8	NC_017671.1	HE798556.1	-	-	-	1	4239	4101	2012/04/11	2012/06/17	Complete	University of Valencia
Stenotrophomonas maltophilia PML168	1118235	PRJEB46	169891	Proteobacteria	Gammaproteobacteria	4.40388	66.6	-	-	-	-	CAJH01	97	-	-	2012/06/01	2012/08/17	Scaffolds or contigs	PMLA
Stenotrophomonas maltophilia NBRC 14161	1220593	PRJDB412	172611	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	National Institute of Technology and Evaluation
Stenotrophomonas maltophilia MGB	1212488	PRJEB179	172831	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	ebi
Stenotrophomonas maltophilia S028	1210005	PRJNA173046	173046	Proteobacteria	Gammaproteobacteria	3.75475	67.1	-	-	-	-	ALYK02	297	-	-	2012/09/10	2012/09/27	Scaffolds or contigs	307 Hospital, Academy of Military Medical Science
Stenotrophomonas maltophilia Ab55555	1183154	PRJNA181810	181810	Proteobacteria	Gammaproteobacteria	4.91451	66.1	-	-	-	-	ALOG01	6	4539	4464	2012/08/15	2012/11/23	Scaffolds or contigs	Broad Institute
Stenotrophomonas maltophilia Pi1	1255695	PRJEB349	184330	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	INRA-MIG
Stenotrophomonas maltophilia ATCC 19867	1279018	PRJNA185300	185300	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	DOE Joint Genome Institute
Stenotrophomonas maltophilia 503	1288954	PRJNA188278	188278	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 529	1288955	PRJNA188279	188279	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 530	1288956	PRJNA188280	188280	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 551	1288957	PRJNA188281	188281	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 552	1288958	PRJNA188282	188282	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 558	1288959	PRJNA188283	188283	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 560	1288960	PRJNA188285	188285	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 561	1288961	PRJNA188286	188286	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia 574	1288962	PRJNA188287	188287	Proteobacteria	Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	University of Birmingham
Stenotrophomonas maltophilia EPM1	1190567	PRJNA192732	192732	Proteobacteria	Gammaproteobacteria	4.78777	-	NZ_CM001824.1	CM001824.1	-	-	AMXM01	1	4391	4321	2013/03/01	2013/03/10	Complete	Università degli Studi di Milano
Stenotrophomonas maltophilia AU12-09	1235458	PRJNA193792	193792	Proteobacteria	Gammaproteobacteria	4.5473	66.4	-	-	-	-	APIT01	125	4266	4196	2013/03/14	2013/03/25	Scaffolds or contigs	Griffith University
Stenotrophomonas maltophilia RA8	1118157	PRJNA198003	198003	Proteobacteria	Gammaproteobacteria	4.85145	65.7	-	-	-	-	CALM01	1363	5179	3442	2013/03/31	2013/03/31	Scaffolds or contigs	Karlsruhe Institue of Technology - Institue of functional Interfaces
Stenotrophomonas maltophilia SKK35	1118156	PRJNA198004	198004	Proteobacteria	Gammaproteobacteria	4.42031	66.7	-	-	-	-	CALN01	1418	4963	3109	2013/03/31	2013/03/31	Scaffolds or contigs	Karlsruhe Institue of Technology - Institue of functional Interfaces
Bifidobacterium bifidum ATCC 29521 = JCM 1255	500634	PRJNA28655	28655	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Washington University Genome Sequencing Center
Bifidobacterium bifidum	1681	PRJNA32141	32141	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Bifidobacterium bifidum NCIMB 41171	398513	PRJNA55283	55283	Actinobacteria	Actinobacteria	2.18614	62.8	-	-	-	-	ABQP01	9	1904	1852	2008/08/26	2010/12/01	Scaffolds or contigs	Broad Institute
Bifidobacterium bifidum S17	883062	PRJNA59545	59545	Actinobacteria	Actinobacteria	2.18688	62.8	NC_014616.1	CP002220.1	-	-	-	1	1845	1783	2010/10/19	2011/11/23	Complete	Institute of Microbiology and Biotechnology, University of Ulm
Bifidobacterium bifidum PRL2010	702459	PRJNA59883	59883	Actinobacteria	Actinobacteria	2.21466	62.7	NC_014638.1	CP001840.1	-	-	-	1	1791	1706	2010/11/02	2012/02/14	Complete	Laboratory of Probiogenomics, Department of genetics, university of Parma, Italy
Bifidobacterium bifidum CECT 7366	1173065	PRJNA158481	158481	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	BIOPOLIS S.L.
Bifidobacterium bifidum BGN4	484020	PRJNA167988	167988	Actinobacteria	Actinobacteria	2.22366	62.6	NC_017999.1	CP001361.1	-	-	-	1	1902	1834	2012/06/05	2012/06/12	Complete	Korea Research Institute of Bioscience and Biotechnology (KRIBB)
Bifidobacterium bifidum LMG 13195	1207542	PRJNA180936	180936	Actinobacteria	Actinobacteria	2.28315	62.5	-	-	-	-	AMPL01	164	1966	1910	2012/09/27	2012/11/18	Scaffolds or contigs	IPLA-CSIC
Bifidobacterium bifidum IPLA 20015	1207543	PRJNA180937	180937	Actinobacteria	Actinobacteria	2.13833	27.2	-	-	-	-	AMPM01	571	2219	2165	2012/09/28	2012/11/18	Scaffolds or contigs	IPLA-CSIC
Micrococcus luteus	1270	PRJNA13310	13310	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Micrococcus luteus SK58	596312	PRJNA46281	46281	Actinobacteria	Actinobacteria	2.62269	72.7	-	-	-	-	ADCD01	112	2546	2489	2010/02/24	2010/03/11	Scaffolds or contigs	J. Craig Venter Institute
Micrococcus luteus NCTC 2665	465515	PRJNA55345	55345	Actinobacteria	Actinobacteria	2.32059	73	-	-	-	-	CABC01	134	2297	2250	2008/11/05	2010/02/24	Scaffolds or contigs	IG/CEA
Micrococcus luteus NCTC 2665	465515	PRJNA59033	59033	Actinobacteria	Actinobacteria	2.5011	73	NC_012803.1	CP001628.1	-	-	-	1	2345	2236	2009/06/12	2011/11/21	Complete	US DOE Joint Genome Institute (JGI-PGF)
Micrococcus luteus str. modasa	1232675	PRJNA175355	175355	Actinobacteria	Actinobacteria	2.2797	-	-	-	-	-	AMYK02	281	-	-	2012/11/02	2013/01/28	Scaffolds or contigs	Xcelris labs Ltd
Micrococcus luteus MU201	1255578	PRJEB237	184219	Actinobacteria	Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	INRA-MIG
Helicobacter pullorum NCTC 12824	552535	PRJNA30721	30721	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	University of Birmingham
Helicobacter pullorum MIT 98-5489	537972	PRJNA55293	55293	Proteobacteria	delta/epsilon subdivisions	1.91907	34.1	-	-	-	-	ABQU01	44	2044	2008	2008/08/26	2010/06/08	Scaffolds or contigs	Broad Institute
Helicobacter canadensis MIT 98-5491	537970	PRJNA41357	41357	Proteobacteria	delta/epsilon subdivisions	-	-	-	-	-	-	-	-	-	-	-	-	No data	Baylor College of Medicine
Helicobacter canadensis MIT 98-5491	537970	PRJNA55289	55289	Proteobacteria	delta/epsilon subdivisions	1.60597	33.6	-	-	-	-	ABQS01	23	1663	1627	2008/08/26	2011/05/11	Scaffolds or contigs	Broad Institute
Helicobacter canadensis MIT 98-5491	537970	PRJNA55359	55359	Proteobacteria	delta/epsilon subdivisions	1.62384	33.7	NZ_CM000776.2	CM000776.2	-	-	ACSF01	1	1603	1535	2009/07/07	2010/02/03	Complete	Helicobacter canadensis MIT 98-5491 Sequence Consortium
Streptococcus equi subsp. zooepidemicus BHS5	681573	PRJEA40565	40565	Firmicutes	Bacilli	2.13953	41.6	-	-	-	-	CABY01	11	-	-	2010/10/21	2010/10/21	Scaffolds or contigs	Centre for Genomic Research. University of Liverpool
Streptococcus equi subsp. equi 4047	553482	PRJNA59259	59259	Firmicutes	Bacilli	2.25379	41.3	NC_012471.1	FM204883.1	-	-	-	1	2242	2000	2009/03/26	2012/06/18	Complete	The Wellcome Trust Sanger Institute
Streptococcus equi subsp. zooepidemicus	40041	PRJNA59261	59261	Firmicutes	Bacilli	2.14987	41.5	NC_012470.1	FM204884.1	-	-	-	1	2058	1869	2009/03/26	2011/09/30	Complete	The Wellcome Trust Sanger Institute
Streptococcus equi subsp. zooepidemicus MGCS10565	552526	PRJNA59263	59263	Firmicutes	Bacilli	2.02417	41.8	NC_011134.1	CP001129.1	-	-	-	1	2001	1893	2008/08/11	2012/01/25	Complete	The Methodist Hospital Research Institute
Streptococcus equi subsp. zooepidemicus ATCC 35246	1051072	PRJNA162155	162155	Firmicutes	Bacilli	2.16726	41.6	NC_017582.1	CP002904.1	-	-	-	1	-	-	2011/06/30	2012/05/03	Complete	big
Zymomonas mobilis	542	PRJNA15906	15906	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis	542	PRJNA15972	15972	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis	542	PRJNA16001	16001	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	PRJNA27991	27991	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis subsp. mobilis	120045	PRJNA30339	30339	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	PRJNA32243	32243	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	NCBI
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	627343	PRJNA35033	35033	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	SRA or Traces	JGI
Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	PRJNA41019	41019	Proteobacteria	Alphaproteobacteria	2.22352	46.6156	NC_013355.1	CP001722.1	NC_013356.1,NC_013357.1,NC_013358.1	CP001723.1,CP001724.1,CP001725.1	-	4	1978	1884	2009/09/15	2011/03/29	Complete	US DOE Joint Genome Institute
Zymomonas mobilis subsp. mobilis ATCC 10988	555217	PRJNA55403	55403	Proteobacteria	Alphaproteobacteria	2.14346	46.0424	NC_017262.1	CP002850.1	NC_017181.1,NC_017184.1,NC_017182.1,NC_017180.1,NC_017183.1,NC_017185.1	CP002853.1,CP002854.1,CP002855.1,CP002851.1,CP002852.1,CP002856.1	-	7	1931	1803	2011/06/13	2012/06/18	Complete	US DOE Joint Genome Institute (JGI-PGF)
Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203	PRJNA58095	58095	Proteobacteria	Alphaproteobacteria	2.05636	46.3	NC_006526.2	AE008692.2	-	-	-	1	1807	1736	2004/12/10	2012/11/07	Complete	Macrogen Inc.
Zymomonas mobilis subsp. pomaceae ATCC 29192	579138	PRJNA68445	68445	Proteobacteria	Alphaproteobacteria	2.06141	44.0421	NC_015709.1	CP002865.1	NC_015716.1,NC_015715.1	CP002867.1,CP002866.1	-	3	1840	1748	2011/06/17	2011/11/29	Complete	US DOE Joint Genome Institute
Zymomonas mobilis subsp. mobilis NRRL B-12526	1194424	PRJNA167429	167429	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Key Laboratory of Resource Biology and Eco-environment of Ministry of Education, Sichuan Key Laboratory of Molecular Biology and Biotechnology
Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023	627343	PRJNA167436	167436	Proteobacteria	Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	No data	Key Laboratory of Resource Biology and Eco-environment of Ministry of Education, Sichuan Key Laboratory of Molecular Biology and Biotechnology
